100000 2000
16 146 89128202
87 147 1700062
117 148 93873741
52 149 15511609
121 150 58379578
46 151 73275768
146 152 57701076
18 153 71332822
111 154 96380145
9 155 79296152
131 156 30638703
40 157 95277958
113 158 94148266
118 159 90957190
94 160 4697419
14 161 6744835
115 162 58919063
38 163 18769146
85 164 9563660
117 165 87684194
151 166 94050400
18 167 71176291
165 168 30688416
33 169 84605562
149 170 54278332
46 171 23923360
33 172 83101784
103 173 1389274
22 174 21641964
116 175 63318326
68 176 91236522
68 177 11109525
104 178 37135764
101 179 23057748
133 180 98560725
77 181 74077878
79 182 33153511
116 183 13013692
82 184 16006557
57 185 4402820
147 186 13970326
131 187 35837987
125 188 94767201
83 189 36696955
164 190 92040356
66 191 95972160
185 192 94284839
7 193 61291057
174 194 68190671
1 195 98894936
121 196 75283835
90 197 45734967
118 198 38395113
178 199 22552955
127 200 56785606
148 201 84197040
28 202 18191408
80 203 47762293
87 204 12849026
30 205 24721695
201 206 90252759
148 207 30401884
144 208 62658978
10 209 28134215
64 210 85372147
118 211 79942974
14 212 76931673
13 213 1719105
173 214 37172364
75 215 20725190
200 216 89727238
11 217 98062141
125 218 98742886
140 219 26111498
60 220 21371486
15 221 50937260
86 222 36634568
20 223 61243631
66 224 85111189
154 225 59121073
5 226 17760833
91 227 26336495
201 228 32658611
210 229 25919217
206 230 64185882
167 231 74726589
142 232 47870480
153 233 28033720
159 234 41712235
195 235 51026712
91 236 97124446
163 237 3362565
183 238 78827964
191 239 63863805
65 240 52587033
30 241 99792252
188 242 64933127
139 243 97958374
102 244 75827206
108 245 41277690
14 246 11992587
48 247 25441369
176 248 69587849
217 249 31988621
178 250 3059886
141 251 39041697
242 252 6256010
141 253 49357111
31 254 58406746
179 255 68725064
135 256 62069606
26 257 69952176
45 258 29711527
228 259 76970556
119 260 54163575
117 261 22543246
232 262 66654058
101 263 22590251
98 264 96115552
222 265 91283206
118 266 7330142
242 267 20444310
18 268 92443599
82 269 50629897
75 270 96016751
35 271 52259610
35 272 59054689
184 273 33083858
253 274 36886114
131 275 17756734
46 276 38765510
61 277 55970588
264 278 36939992
41 279 94396403
138 280 87505128
152 281 3264326
31 282 72712291
115 283 32823709
199 284 50986897
75 285 34679224
185 286 31729925
156 287 9909980
213 288 68806021
8 289 58459276
151 290 65899789
111 291 85385862
116 292 3432921
191 293 64514507
288 294 92356163
41 295 9794345
104 296 58754940
207 297 68996300
86 298 68729181
82 299 50949497
92 300 78278281
201 301 78477422
290 302 12421330
122 303 58109027
148 304 85354273
153 305 89466925
285 306 48955513
177 307 20195778
171 308 67411818
261 309 43941901
151 310 54928337
132 311 24435283
186 312 93581836
5 313 11299672
133 314 9249699
77 315 50624610
55 316 15374101
225 317 56895533
145 318 58276522
216 319 81483439
144 320 63716840
220 321 67812736
220 322 53320749
223 323 67651849
237 324 19469773
173 325 6491904
117 326 18780281
170 327 14616804
42 328 31497231
243 329 20803666
278 330 26335530
141 331 673588
90 332 68164440
96 333 85956779
77 334 25508436
325 335 8189238
254 336 39633254
64 337 45239746
152 338 44484666
76 339 16959260
201 340 48349655
322 341 31402479
158 342 23907774
300 343 21799800
155 344 27496303
58 345 29386319
281 346 63055719
113 347 54638906
195 348 51233632
135 349 15023989
130 350 24023802
260 351 76393541
267 352 10429134
55 353 95400821
267 354 44074983
139 355 71523464
55 356 91263586
304 357 84808344
238 358 32572674
259 359 30525243
72 360 29121002
225 361 59701589
179 362 30375182
66 363 23815863
55 364 1759412
21 365 90420021
228 366 15975451
267 367 78283745
76 368 99105014
325 369 34453838
94 370 10739696
7 371 60780921
203 372 66385214
133 373 90487293
224 374 28461187
150 375 42707045
233 376 65968499
266 377 45972041
334 378 65726114
46 379 79609138
181 380 3286656
201 381 52201067
47 382 53631594
124 383 73257838
94 384 55407223
57 385 58402380
180 386 15833170
364 387 33844407
384 388 452003
89 389 19551074
318 390 91550837
389 391 83437147
65 392 37288346
105 393 55453810
281 394 82238999
174 395 88677888
120 396 6196342
17 397 37874008
371 398 28129152
85 399 9106174
78 400 95657603
232 401 27166637
250 402 23675108
148 403 44066277
322 404 38609742
341 405 56527815
213 406 59808817
86 407 8393887
8 408 44289063
188 409 65052546
118 410 51850025
294 411 59348223
314 412 21365883
57 413 93030917
336 414 80523564
213 415 87703747
116 416 23630844
75 417 28254197
254 418 79181757
50 419 59037014
176 420 43649840
339 421 64956044
35 422 47541141
253 423 62334478
126 424 65924788
205 425 24231384
70 426 53285705
225 427 69517513
193 428 72942222
361 429 66395612
24 430 31655923
32 431 42076410
72 432 79229445
333 433 92134647
118 434 99389704
347 435 38735931
14 436 53630270
144 437 30139870
402 438 18225054
234 439 48794640
433 440 17417504
259 441 73475310
435 442 13997106
46 443 44917104
362 444 44777617
176 445 56485739
167 446 6481063
422 447 99911223
227 448 24320945
259 449 54195136
28 450 10721191
265 451 35755893
241 452 89535397
257 453 26751576
432 454 76597219
317 455 94033052
415 456 35959188
359 457 87558299
114 458 39998234
46 459 57301053
164 460 85563771
186 461 47467511
146 462 20215628
434 463 26071199
313 464 31078272
276 465 4283749
242 466 41091974
370 467 78557424
182 468 22807456
5 469 8247971
60 470 90240512
451 471 61672914
194 472 99320882
411 473 36094293
3 474 38703526
285 475 61192835
444 476 88514327
216 477 97311659
402 478 70348973
376 479 17602835
447 480 19195885
256 481 336527
38 482 9909201
35 483 2056775
376 484 67549960
460 485 41700444
402 486 99911185
126 487 35919879
189 488 36446437
203 489 18540781
19 490 86958285
432 491 93438967
371 492 13697031
439 493 34781892
301 494 63885629
163 495 51557952
173 496 58337694
488 497 23786695
264 498 27111048
202 499 93807385
118 500 45419035
78 501 34689768
276 502 80162766
17 503 41568761
285 504 75829251
490 505 87591936
80 506 72875398
506 507 62828967
192 508 92422811
430 509 40695190
470 510 76562131
364 511 58617039
259 512 91170560
463 513 61408889
320 514 79221150
55 515 42311212
339 516 74675063
512 517 51248195
322 518 48570167
176 519 80626973
155 520 79002760
237 521 49670816
145 522 32804086
457 523 50758117
244 524 1551529
101 525 42734583
210 526 82782663
436 527 2157625
473 528 12196224
526 529 50608832
230 530 32805082
430 531 94889467
166 532 54290871
350 533 14782956
310 534 18619453
115 535 95897722
450 536 19220639
25 537 28714506
314 538 2527486
270 539 35710338
276 540 80835619
390 541 5971077
469 542 50945993
232 543 37895116
392 544 97959404
112 545 79040937
69 546 30456597
93 547 32687937
203 548 84189013
470 549 95809583
180 550 34343619
238 551 19936495
501 552 51960219
457 553 73384595
480 554 26659396
117 555 90163238
431 556 38512502
382 557 67152212
209 558 7941924
472 559 82269794
467 560 34379565
486 561 23000850
78 562 44473882
288 563 99555246
468 564 72398426
65 565 35708512
305 566 28595219
533 567 66217401
330 568 43515508
218 569 31745010
327 570 98016623
197 571 22515398
66 572 48531790
400 573 55431770
149 574 4229089
357 575 10239318
376 576 69095596
255 577 98657692
386 578 64529593
31 579 20574010
293 580 55862906
471 581 86201010
458 582 73633865
472 583 97011398
385 584 46124800
125 585 82411936
405 586 27124894
226 587 89669432
251 588 70695727
294 589 10399648
208 590 61929596
579 591 21438351
248 592 87202136
540 593 6956810
268 594 28507099
257 595 35696081
362 596 93606194
355 597 56634567
179 598 96587031
146 599 4769055
152 600 39185188
468 601 14470728
92 602 97555975
5 603 56232664
257 604 60183535
379 605 51517164
593 606 2388097
255 607 89496421
588 608 66032941
442 609 26272120
135 610 67078090
80 611 16003714
589 612 25758999
407 613 70614972
542 614 79790622
579 615 62936193
207 616 26609238
285 617 23850837
247 618 58174263
330 619 29910245
227 620 68972664
526 621 51769395
477 622 25155708
349 623 15325012
100 624 50896560
466 625 11383270
151 626 69197803
548 627 10182712
622 628 55628621
336 629 76094434
98 630 34223500
263 631 96222878
130 632 8937651
115 633 13677502
479 634 17717833
79 635 2407709
438 636 47320038
361 637 38687122
520 638 99222424
623 639 81920553
253 640 40978359
473 641 83695334
122 642 3395152
275 643 48848418
43 644 95047453
274 645 75317501
203 646 95515292
472 647 65326472
636 648 25733729
102 649 41578043
21 650 15681704
600 651 29575430
16 652 54080905
374 653 2359690
45 654 81459418
196 655 16282874
169 656 7830347
612 657 92246559
359 658 62389610
97 659 74018235
128 660 35346330
35 661 58833483
439 662 41074247
200 663 18304308
166 664 6012938
218 665 15325590
445 666 79580718
184 667 24895340
346 668 638155
320 669 51175739
20 670 11551298
13 671 39941674
414 672 39758475
639 673 80166624
59 674 71215983
26 675 30792646
311 676 38628145
424 677 58988402
520 678 3086659
364 679 74097982
380 680 75554859
133 681 69696215
305 682 22734425
82 683 69479313
27 684 37854499
469 685 56470347
186 686 35268204
289 687 34333692
471 688 9462434
316 689 53290731
311 690 1046660
128 691 68803576
633 692 66845984
120 693 43911816
662 694 9829829
655 695 42743334
324 696 22623615
215 697 14835773
294 698 79069471
220 699 2704094
580 700 32928288
222 701 3993374
233 702 52944925
354 703 5063060
261 704 51661210
698 705 34972626
452 706 26050663
624 707 27708993
706 708 41382541
44 709 93415025
692 710 6258586
362 711 36962782
365 712 8487215
15 713 27710250
669 714 33456373
203 715 53033051
12 716 85900082
655 717 25776793
219 718 40587723
704 719 99949066
40 720 68167277
603 721 48755601
552 722 41099787
175 723 98316589
87 724 16094429
444 725 39940396
532 726 87873628
404 727 79906721
352 728 26744252
68 729 58676101
72 730 97067417
221 731 21032749
648 732 29508089
123 733 42857072
139 734 58129680
644 735 90650655
510 736 48942578
722 737 26060118
254 738 80212690
307 739 40957024
334 740 77521332
581 741 63021270
426 742 50070576
336 743 69525192
581 744 61441173
282 745 78920872
334 746 99241949
597 747 32037372
524 748 18904576
608 749 2937134
503 750 8487587
485 751 1217266
206 752 1073470
656 753 33010408
21 754 44104284
474 755 58091912
100 756 21222141
513 757 62898086
119 758 44441924
207 759 40837697
609 760 26340699
707 761 64707502
327 762 97920082
242 763 75311763
325 764 50398978
8 765 54424256
68 766 99910500
432 767 83804761
453 768 41113331
348 769 53317198
294 770 53295879
214 771 9289783
421 772 85931220
326 773 54177604
209 774 60292516
89 775 48308749
398 776 49131964
139 777 8727429
276 778 24045622
136 779 63462331
306 780 5570855
10 781 73891670
4 782 62525931
604 783 68248951
716 784 3029603
600 785 65428693
226 786 95516564
405 787 39710506
122 788 56944661
34 789 45579988
777 790 2000288
273 791 55570329
274 792 75271233
13 793 60026384
56 794 76021972
380 795 97287337
645 796 38059701
184 797 75361172
529 798 3930625
164 799 38406533
728 800 35824485
783 801 71625731
86 802 75394502
205 803 66097223
770 804 52352160
762 805 92217557
436 806 54989860
748 807 47854318
602 808 24903520
562 809 28203170
607 810 12231184
563 811 27817259
647 812 57356200
211 813 1705642
373 814 71394663
130 815 59791373
652 816 74524119
439 817 17212499
633 818 40524575
809 819 18115459
744 820 41044200
746 821 10834253
299 822 51141338
325 823 27469216
293 824 67707840
655 825 38810246
714 826 80867071
686 827 48598432
448 828 52795192
624 829 12851150
629 830 63206387
485 831 88509992
408 832 67416516
294 833 33086561
134 834 3117537
625 835 58684365
675 836 71917690
415 837 31951928
451 838 65957519
568 839 76888642
397 840 48931271
416 841 3101230
347 842 11923104
526 843 59987701
703 844 45558647
593 845 73415157
249 846 70537955
535 847 8598268
407 848 37044964
200 849 44758742
821 850 62237989
206 851 98646937
397 852 57869592
41 853 92742796
1 854 26664569
638 855 80568299
426 856 83437785
731 857 64625269
366 858 80850900
289 859 51960828
776 860 80573970
78 861 96483541
488 862 79975095
130 863 54086928
761 864 82570854
164 865 85304610
371 866 4676885
718 867 36015984
152 868 65084680
758 869 22947093
600 870 25516706
502 871 57658344
757 872 67251407
542 873 327512
467 874 30246618
483 875 95958916
743 876 6554944
660 877 48065058
558 878 46013682
508 879 40225477
682 880 50008176
760 881 82822189
647 882 11117092
472 883 31790332
210 884 89286023
552 885 49882152
830 886 12482939
415 887 92224672
757 888 14244057
108 889 55690769
126 890 26132135
435 891 23906723
775 892 8799257
837 893 72720306
691 894 64676146
699 895 6153096
192 896 34482199
69 897 96041394
650 898 90271189
177 899 41197042
92 900 6591040
182 901 76751750
345 902 8771710
141 903 47775012
878 904 60639881
266 905 67470860
160 906 26829004
317 907 85924969
221 908 97577042
578 909 7438517
153 910 24662595
695 911 24607817
105 912 95944314
662 913 76097015
815 914 32859431
415 915 57687596
88 916 26566662
455 917 4127464
581 918 5603102
739 919 62133269
530 920 40401991
538 921 44954869
302 922 18762150
840 923 16643252
840 924 84929104
738 925 91462845
712 926 40085043
500 927 31007402
715 928 99806071
919 929 24280160
326 930 69451947
11 931 13549281
687 932 55814518
890 933 86879022
885 934 4633153
597 935 54464312
630 936 64518747
497 937 541584
99 938 59353387
46 939 62392669
501 940 84591603
412 941 72729363
441 942 71066831
535 943 67465709
106 944 73540308
235 945 92089682
389 946 90731380
760 947 17911517
896 948 39803839
381 949 28593626
891 950 80293340
322 951 23909313
73 952 65854593
249 953 8150344
805 954 81680916
228 955 17068741
599 956 70245135
907 957 44863967
665 958 67500293
886 959 92536499
361 960 75294081
645 961 63354628
459 962 70795081
610 963 88680851
726 964 96317860
962 965 31186258
724 966 30256539
383 967 73171422
194 968 17104071
557 969 38795914
940 970 43380049
827 971 762857
959 972 52008726
43 973 56842929
695 974 194591
205 975 26061163
298 976 65703844
604 977 99866792
654 978 13268825
583 979 31180348
872 980 35016666
504 981 97982659
793 982 74583302
195 983 38373683
194 984 61369549
202 985 62308368
846 986 2721661
714 987 32119365
294 988 69197884
801 989 86404474
598 990 30718974
485 991 941953
818 992 17436033
452 993 84184836
851 994 21289871
389 995 80271987
728 996 20820834
36 997 53540114
408 998 32782453
759 999 59852270
5 1000 20086988
41 1001 70705063
602 1002 70721201
910 1003 39622368
819 1004 58161847
296 1005 66645068
29 1006 43623423
148 1007 16935740
446 1008 78802308
713 1009 61782121
9 1010 91353512
358 1011 88413567
456 1012 40472986
853 1013 10728282
320 1014 84368557
723 1015 43455206
635 1016 44264964
757 1017 45947485
833 1018 24538130
55 1019 36805429
355 1020 18016769
191 1021 8380267
391 1022 34528596
78 1023 14131701
241 1024 89161529
278 1025 91192382
169 1026 57530605
330 1027 49860399
967 1028 26059877
310 1029 20435054
849 1030 87096047
563 1031 19648054
243 1032 5202844
345 1033 85013488
213 1034 74149177
748 1035 12537693
494 1036 8063143
262 1037 78146315
806 1038 85285325
214 1039 58343368
554 1040 76129691
170 1041 62696052
68 1042 97537206
303 1043 78340280
756 1044 84494228
270 1045 38870604
187 1046 27924438
761 1047 49137564
398 1048 99809995
467 1049 42806240
404 1050 32945493
1035 1051 70105264
596 1052 17570076
527 1053 78753336
533 1054 49709032
231 1055 32962676
545 1056 19464883
560 1057 47535674
1011 1058 65434997
107 1059 94846465
144 1060 38704732
853 1061 14821622
46 1062 91141265
865 1063 49426495
598 1064 59066822
1058 1065 68518796
486 1066 68894001
426 1067 41447420
392 1068 69223441
4 1069 45063788
833 1070 99846821
320 1071 72965246
842 1072 22013764
916 1073 34076760
894 1074 82978665
1029 1075 33303645
613 1076 76430908
422 1077 14778713
841 1078 37516663
244 1079 96978009
999 1080 316696
236 1081 58089092
865 1082 24443409
226 1083 36859417
276 1084 92814063
697 1085 16195442
809 1086 87893477
423 1087 34746695
831 1088 48238009
909 1089 93348204
389 1090 91700906
615 1091 86817505
582 1092 82952506
332 1093 33476567
483 1094 57602103
518 1095 66302541
949 1096 82807219
559 1097 19075257
893 1098 11852922
128 1099 9569696
891 1100 95522856
951 1101 26127317
943 1102 41054144
4 1103 3211534
849 1104 35341730
80 1105 46985895
722 1106 40412874
567 1107 68806602
540 1108 63041118
240 1109 91741366
324 1110 29332447
419 1111 75482920
244 1112 79915295
177 1113 47141889
614 1114 56464083
604 1115 95344962
854 1116 37900668
745 1117 19229998
110 1118 63603758
164 1119 86007870
290 1120 21149921
1043 1121 57242816
481 1122 45288095
883 1123 46960459
849 1124 83597959
8 1125 66247429
189 1126 77359434
630 1127 25189800
942 1128 84864250
685 1129 94230554
140 1130 32700880
1001 1131 15980655
719 1132 78310206
1077 1133 2132198
6 1134 74671512
357 1135 67321725
625 1136 7336971
281 1137 63685067
493 1138 49904374
442 1139 35414461
438 1140 44189282
919 1141 3147987
916 1142 84745038
1133 1143 16422378
1133 1144 51181756
693 1145 60244647
356 1146 22287210
936 1147 89983195
97 1148 78623519
829 1149 71723879
649 1150 71393935
633 1151 2427207
1029 1152 11628900
273 1153 39969074
195 1154 70938370
558 1155 40188832
829 1156 17508929
160 1157 29132816
1005 1158 45231335
1017 1159 10758479
92 1160 4459801
38 1161 67393891
800 1162 36717826
897 1163 88717621
864 1164 26668709
653 1165 16489352
168 1166 32952647
572 1167 30995269
235 1168 13598520
75 1169 6376627
168 1170 36682700
297 1171 66368412
33 1172 14720022
848 1173 49132488
981 1174 16633840
222 1175 31437953
617 1176 27546150
750 1177 13439247
494 1178 15577261
1104 1179 83282945
1050 1180 99848784
51 1181 16810044
351 1182 28772490
984 1183 66921807
714 1184 54776620
472 1185 15599191
680 1186 15960230
543 1187 89622258
1038 1188 2129136
1082 1189 28874886
971 1190 39061029
948 1191 29851296
686 1192 24801024
735 1193 57054228
614 1194 47808136
379 1195 15421633
865 1196 899271
94 1197 33532219
1079 1198 74679997
916 1199 65552731
312 1200 50699502
224 1201 72541134
533 1202 82634651
62 1203 71428360
383 1204 10151968
563 1205 91473007
561 1206 63996685
464 1207 30586627
697 1208 4443639
889 1209 57795896
760 1210 74482166
1122 1211 18322849
161 1212 14780535
746 1213 94124063
861 1214 60919299
658 1215 10053728
671 1216 92421130
930 1217 22703297
798 1218 79774391
477 1219 83528952
776 1220 43513922
736 1221 82913709
788 1222 34553857
379 1223 59031982
568 1224 90083769
480 1225 56119804
1222 1226 89519990
100 1227 47181646
251 1228 75280668
336 1229 33308028
183 1230 75011577
1037 1231 17988196
628 1232 93656799
1092 1233 26644338
45 1234 42124645
315 1235 23035391
544 1236 15526989
246 1237 95994808
657 1238 34747198
29 1239 55772941
351 1240 34911423
73 1241 78784506
288 1242 74529280
773 1243 94704470
775 1244 85663225
897 1245 67859452
898 1246 49216990
887 1247 71998295
743 1248 11497242
1040 1249 63968209
1224 1250 81360582
882 1251 64821454
35 1252 67925196
843 1253 91312189
25 1254 85408583
596 1255 69834117
642 1256 21807926
1210 1257 57695382
1219 1258 98586184
363 1259 68485843
373 1260 17722365
1193 1261 92492922
157 1262 13763470
334 1263 37588226
1261 1264 81404470
107 1265 16900427
168 1266 95476490
390 1267 94103689
1152 1268 61074804
1023 1269 16221092
1039 1270 10323624
154 1271 21732185
299 1272 40978358
924 1273 8528908
765 1274 33183880
1204 1275 37554142
1255 1276 32125639
730 1277 13025865
1275 1278 31499914
1271 1279 68782169
459 1280 75120219
823 1281 44084944
674 1282 4853665
1033 1283 60929214
50 1284 44170568
142 1285 69090407
808 1286 18932393
217 1287 64641036
203 1288 7936254
820 1289 41178854
853 1290 19515315
182 1291 24197407
641 1292 5285427
984 1293 45072230
95 1294 27751041
1105 1295 30479727
999 1296 81073957
474 1297 30218076
29 1298 24542533
103 1299 99687576
876 1300 74708005
276 1301 17629281
1288 1302 50840647
707 1303 81109465
1239 1304 70510556
539 1305 1812186
811 1306 13854733
48 1307 53197860
1088 1308 15129397
251 1309 54850440
1277 1310 37726131
466 1311 83516191
898 1312 47980798
532 1313 63254621
1297 1314 50924808
233 1315 33524658
1015 1316 37569134
834 1317 80455931
142 1318 18443492
1307 1319 19601453
507 1320 91309377
334 1321 1251442
160 1322 46936950
984 1323 45638130
191 1324 68017112
337 1325 56446558
17 1326 39216674
1275 1327 81808096
988 1328 17635771
1129 1329 80594196
1021 1330 25718029
1155 1331 11783895
440 1332 55163341
743 1333 19314453
792 1334 43218891
1125 1335 62889733
568 1336 65129242
97 1337 6778297
452 1338 67254652
612 1339 48133749
266 1340 44308496
877 1341 39302034
390 1342 17139189
420 1343 44503308
793 1344 19140651
177 1345 87403840
1063 1346 6054505
1272 1347 20970284
871 1348 68694398
72 1349 61275217
188 1350 41668739
116 1351 89614010
1289 1352 57911804
310 1353 97255097
552 1354 86866285
1322 1355 39320636
1193 1356 14206791
1335 1357 1995392
243 1358 73861544
275 1359 10027653
478 1360 3730423
204 1361 94399343
651 1362 14592223
173 1363 83828549
126 1364 14514788
328 1365 88147873
973 1366 86344619
1306 1367 14031800
1249 1368 41419160
1056 1369 94665556
876 1370 80463558
1198 1371 22292602
245 1372 23282507
1050 1373 77752991
1260 1374 12893779
141 1375 66642174
1117 1376 84116391
160 1377 23484045
584 1378 52020238
158 1379 80529849
959 1380 40283985
1377 1381 30597797
143 1382 30732646
116 1383 57218389
405 1384 20728621
39 1385 38995493
45 1386 86863850
82 1387 62771156
19 1388 49720862
1156 1389 4853324
1259 1390 43840564
743 1391 1812340
30 1392 98586980
80 1393 75846585
599 1394 74340762
413 1395 40423664
353 1396 24196226
598 1397 61734949
993 1398 62236570
1092 1399 1987435
808 1400 22205411
1268 1401 36312365
1380 1402 8438655
18 1403 19556427
335 1404 72507286
914 1405 69752123
578 1406 14117972
219 1407 86509735
797 1408 97945643
1278 1409 36137428
1212 1410 5338951
314 1411 64291452
1052 1412 15204378
790 1413 44660325
123 1414 39734371
629 1415 74379011
952 1416 86804098
1058 1417 95615571
342 1418 32476151
1176 1419 49872141
1093 1420 287840
1041 1421 2798311
161 1422 30659424
1230 1423 63275215
640 1424 75461666
1381 1425 67358630
198 1426 95249478
289 1427 61834
1374 1428 3869210
1299 1429 31244531
137 1430 26028783
400 1431 61225088
1003 1432 87568221
309 1433 7984426
1343 1434 70523960
87 1435 41221566
1074 1436 38313864
710 1437 14549624
684 1438 31479272
714 1439 71177154
660 1440 18022145
392 1441 25218805
1274 1442 43127295
725 1443 40563983
1289 1444 71336988
299 1445 82787562
1241 1446 51442428
887 1447 61422718
456 1448 20397869
475 1449 28761747
727 1450 74995990
384 1451 67071749
1324 1452 97268227
459 1453 98530758
1250 1454 48425511
534 1455 2595738
526 1456 59885187
864 1457 33255966
997 1458 3606551
174 1459 22689573
1203 1460 30526448
876 1461 85496512
1365 1462 8547696
1118 1463 74814518
313 1464 75050783
262 1465 30451672
239 1466 70676437
1413 1467 37119964
171 1468 35269734
221 1469 94934691
786 1470 23991160
307 1471 64347579
686 1472 87197268
1255 1473 73859537
529 1474 44211587
1142 1475 20692176
317 1476 75928261
1221 1477 97843838
82 1478 71016917
301 1479 54179628
829 1480 16024819
421 1481 79846734
101 1482 6989105
432 1483 73900948
1407 1484 28930572
421 1485 71059400
993 1486 782391
1286 1487 44629043
1352 1488 5861497
686 1489 48308237
854 1490 37914089
376 1491 32871003
1096 1492 87930167
913 1493 60896156
282 1494 62660414
791 1495 11729639
818 1496 59083583
94 1497 26003094
1405 1498 62523152
519 1499 21926432
389 1500 35676224
735 1501 1418887
105 1502 62766127
658 1503 8949770
816 1504 20987276
1447 1505 91092721
1112 1506 95801760
867 1507 78815124
314 1508 22895474
173 1509 37219015
894 1510 70723963
1066 1511 70323205
769 1512 85141880
892 1513 28327846
689 1514 61813768
534 1515 96431792
585 1516 95191190
45 1517 91924093
1389 1518 59475801
1042 1519 58223608
1228 1520 98262813
1327 1521 47131405
1350 1522 79531673
513 1523 32590544
713 1524 10953034
779 1525 30862492
839 1526 28276110
1115 1527 53510545
120 1528 54986836
1489 1529 76628017
952 1530 50411765
30 1531 84462281
287 1532 25538535
785 1533 276355
317 1534 91421609
1253 1535 57446577
81 1536 31484920
921 1537 87844228
3 1538 55014163
1036 1539 60920464
1003 1540 2298524
807 1541 66665551
913 1542 53787599
1500 1543 15831082
845 1544 88891820
712 1545 35595010
1050 1546 40060013
711 1547 64396497
1277 1548 72642111
50 1549 70741314
897 1550 80332529
1375 1551 71832367
52 1552 16356049
714 1553 37216049
166 1554 7619520
998 1555 13860786
1493 1556 59197073
478 1557 65431748
1342 1558 95943339
295 1559 87723679
315 1560 85853338
380 1561 83386983
125 1562 96048465
1556 1563 35489783
672 1564 67036503
1235 1565 57282173
844 1566 15858096
939 1567 67744278
1490 1568 47125073
902 1569 49282684
637 1570 76520320
438 1571 24968618
1292 1572 69013669
837 1573 35775372
1409 1574 33971060
941 1575 10438494
168 1576 96073943
709 1577 4893410
914 1578 485617
546 1579 13334539
746 1580 5069332
951 1581 3831840
1548 1582 55379897
91 1583 71351412
865 1584 20379490
138 1585 53200024
873 1586 13296616
1251 1587 61635534
1035 1588 97431879
1230 1589 4871959
1166 1590 34272233
637 1591 89744497
1027 1592 72016188
290 1593 29583641
325 1594 3959819
1024 1595 57316559
321 1596 67995607
238 1597 15702499
1469 1598 60642413
684 1599 22563486
1440 1600 17513136
625 1601 67476114
1257 1602 39097401
772 1603 33733765
33 1604 48534910
896 1605 80774625
247 1606 13708674
1540 1607 74348914
1034 1608 70413850
661 1609 46301807
117 1610 37168342
220 1611 31093965
399 1612 58884044
1039 1613 43372841
158 1614 1666753
899 1615 87123731
1341 1616 35026725
1377 1617 78587416
1288 1618 66441020
832 1619 3533861
584 1620 85435086
1516 1621 4996310
636 1622 58989366
402 1623 60213905
637 1624 32051948
1621 1625 6844583
737 1626 44172276
1318 1627 19247462
1294 1628 66564615
1356 1629 57428871
1521 1630 95499430
422 1631 90793174
22 1632 45011274
1055 1633 67023501
1373 1634 26241765
464 1635 80452342
1305 1636 47518270
1573 1637 92385998
992 1638 9510701
739 1639 20294243
688 1640 72740352
80 1641 68547117
162 1642 32890135
1570 1643 28019606
664 1644 3586336
804 1645 35518822
736 1646 76853248
1637 1647 36867340
1388 1648 97750686
1069 1649 4280524
60 1650 52066342
1546 1651 32480031
